-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	30	30	30	30	30	30	30	30	30	30	30	30	-1	30	30	30	30	30	30	30	30	30	30	30	30	-1
-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1
-1	28	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	28	-1
-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1
-1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	-1
-1	30	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	30	-1
-1	30	30	30	30	30	30	-1	30	30	30	30	30	-1	30	30	30	30	30	-1	30	30	30	30	30	30	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1
-1	30	30	30	30	30	30	30	30	30	30	30	30	-1	30	30	30	30	30	30	30	30	30	30	30	30	-1
-1	30	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	30	-1
-1	28	30	30	30	-1	30	30	30	30	30	30	30	-1	30	30	30	30	30	30	30	-1	30	30	30	28	-1
-1	-1	-1	-1	30	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	30	-1	-1	-1	-1
-1	30	30	30	30	30	30	-1	30	30	30	30	30	-1	30	30	30	30	30	-1	30	30	30	30	30	30	-1
-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1
-1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
